"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_ci_g_per_kwh","de_co2_job_kg","fr_ci_g_per_kwh","fr_co2_job_kg","pl_ci_g_per_kwh","pl_co2_job_kg","de_co2_per_pass_kg","de_co2_job_from_passes_kg","fr_co2_per_pass_kg","fr_co2_job_from_passes_kg","pl_co2_per_pass_kg","pl_co2_job_from_passes_kg"
"2024-09-16 01:17:09+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","0","1","164644","1.0117","87,768","86.8","0","9273408656","9.17","45.2","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0117","2,438e-05","0.0005330774276621073","1,4807706323947423e-10","6.144772964699595e-06","","","","","","","","9.166164530987446","9.4644809967706","DE","0,08814","2,1488532e-06","0,0783099722222222","1,909197122777778e-06","0,08984","2,1902992e-06","0,0950131388888888","2,316420326111111e-06","0,08984","2,1902992e-06","0,0950131388888888","2,316420326111111e-06","0,08814","2,1488532e-06","0,0783099722222222","1,909197122777778e-06","431,28","1,0514606399999999e-05","17,33","4,225054e-07","773,36","1,88545168e-05","6,386267583392044e-11","0,0","2,566175505940088e-12","0,0","1,1451687762687979e-10","0,0"
"2024-09-16 01:17:10+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","1","1","164644","1.0086","87,397","86.6","0","9273408656","9.19","44.9","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0086","2,4276944444444447e-05","0.0005308240810475936","1,4745113362433154e-10","6.125944461990719e-06","","","","","","","","9.194337354749157","9.424474132653817","DE","0,08814","2,1397698833333337e-06","0,0783099722222222","1,901126845084877e-06","0,08984","2,181040688888889e-06","0,0950131388888888","2,3066286942978394e-06","0,08984","2,181040688888889e-06","0,0950131388888888","2,3066286942978394e-06","0,08814","2,1397698833333337e-06","0,0783099722222222","1,901126845084877e-06","431,28","1,04701606e-05","17,33","4,207194472222222e-07","773,36","1,877481775555556e-05","6,35927249095017e-11","6,35927249095017e-11","2,5553281457096657e-12","2,5553281457096657e-12","1,1403280869971305e-10","1,1403280869971305e-10"
"2024-09-16 01:17:11+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","2","1","164644","1.018","88,02","86.5","0","9273408656","9.11","44.8","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,018","2,445e-05","0.0005346080027210223","1,4850222297806175e-10","6.183037341172469e-06","","","","","","","","9.109438758349706","9.491655470510302","DE","0,08814","2,155023e-06","0,0783099722222222","1,9146788208333338e-06","0,08984","2,1965880000000004e-06","0,0950131388888888","2,323071245833333e-06","0,08984","2,1965880000000004e-06","0,0950131388888888","2,323071245833333e-06","0,08814","2,155023e-06","0,0783099722222222","1,9146788208333338e-06","431,28","1,0544796e-05","17,33","4,2371849999999994e-07","773,36","1,8908652000000003e-05","6,404603872597847e-11","1,2809207745195693e-10","2,57354352420981e-12","5,14708704841962e-12","1,1484567916231383e-10","2,2969135832462766e-10"
"2024-09-16 01:17:12+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","3","1","164644","1.0112","87,421","86.5","0","9273408656","9.17","44.8","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0112","2,428361111111111e-05","0.0005309698501008237","1,4749162502800658e-10","6.14173610942397e-06","","","","","","","","9.170696851265822","9.427062177771884","DE","0,08814","2,140357483333333e-06","0,0783099722222222","1,9016489115663584e-06","0,08984","2,1816396222222224e-06","0,0950131388888888","2,307262115223765e-06","0,08984","2,1816396222222224e-06","0,0950131388888888","2,307262115223765e-06","0,08814","2,140357483333333e-06","0,0783099722222222","1,9016489115663584e-06","431,28","1,0473035799999998e-05","17,33","4,208349805555555e-07","773,36","1,877997348888889e-05","6,361018804207867e-11","1,9083056412623602e-10","2,556029861735354e-12","7,668089585206062e-12","1,1406412313165917e-10","3,421923693949775e-10"
"2024-09-16 01:17:13+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","4","1","164644","1.0135","87,587","86.4","0","9273408656","9.15","44.8","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0135","2,4329722222222223e-05","0.0005319780860523311","1,4777169057009195e-10","6.155705643691844e-06","","","","","","","","9.149885205722741","9.444962823171846","DE","0,08814","2,1444217166666668e-06","0,0783099722222222","1,9052598713966048e-06","0,08984","2,1857822444444444e-06","0,0950131388888888","2,3116432766280863e-06","0,08984","2,1857822444444444e-06","0,0950131388888888","2,3116432766280863e-06","0,08814","2,1444217166666668e-06","0,0783099722222222","1,9052598713966048e-06","431,28","1,0492922599999999e-05","17,33","4,216340861111111e-07","773,36","1,881563397777778e-05","6,373097470906925e-11","2,54923898836277e-10","2,560883397579693e-12","1,0243533590318773e-11","1,1428071461928631e-10","4,5712285847714523e-10"
"2024-09-16 01:17:14+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","5","1","164644","1.0149","87,657","86.4","0","9273408656","9.14","44.5","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0149","2,4349166666666667e-05","0.0005324032457909185","1,4788979049747734e-10","6.164208838463593e-06","","","","","","","","9.13726343087989","9.45251128809954","DE","0,08814","2,14613555e-06","0,0783099722222222","1,9067825653009263e-06","0,08984","2,1875291333333336e-06","0,0950131388888888","2,3134907543287035e-06","0,08984","2,1875291333333336e-06","0,0950131388888888","2,3134907543287035e-06","0,08814","2,14613555e-06","0,0783099722222222","1,9067825653009263e-06","431,28","1,05013086e-05","17,33","4,2197105833333334e-07","773,36","1,8830671533333333e-05","6,378190884575203e-11","3,189095442287602e-10","2,5629300693212822e-12","1,281465034660641e-11","1,1437204837912908e-10","5,718602418956454e-10"
"2024-09-16 01:17:15+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","6","1","164644","1.0153","87,596","86.3","0","9273408656","9.13","44.5","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0153","2,4332222222222225e-05","0.0005320327494472924","1,4778687484647008e-10","6.1666383226840946e-06","","","","","","","","9.133663602875995","9.445933340091122","DE","0,08814","2,1446420666666667e-06","0,0783099722222222","1,905455646327161e-06","0,08984","2,1860068444444447e-06","0,0950131388888888","2,3118808094753087e-06","0,08984","2,1860068444444447e-06","0,0950131388888888","2,3118808094753087e-06","0,08814","2,1446420666666667e-06","0,0783099722222222","1,905455646327161e-06","431,28","1,04940008e-05","17,33","4,216774111111111e-07","773,36","1,8817567377777783e-05","6,373752338378561e-11","3,824251403027136e-10","2,5611465410893264e-12","1,536687924653596e-11","1,1429245753126611e-10","6,857547451875967e-10"
"2024-09-16 01:17:16+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","7","1","164644","1.0197","87,908","86.2","0","9273408656","9.09","44.5","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0197","2,441888888888889e-05","0.0005339277471392823","1,483132630942451e-10","6.193362649109594e-06","","","","","","","","9.094251893694224","9.479577926625991","DE","0,08814","2,1522808666666666e-06","0,0783099722222222","1,91224251058642e-06","0,08984","2,1937929777777777e-06","0,0950131388888888","2,320115281512345e-06","0,08984","2,1937929777777777e-06","0,0950131388888888","2,320115281512345e-06","0,08814","2,1522808666666666e-06","0,0783099722222222","1,91224251058642e-06","431,28","1,05313784e-05","17,33","4,231793444444444e-07","773,36","1,8884591911111112e-05","6,396454410728601e-11","4,477518087510021e-10","2,570268849423267e-12","1,799188194596287e-11","1,1469954514656538e-10","8,028968160259577e-10"
"2024-09-16 01:17:17+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","8","1","164644","1.0091","87,167","86.4","0","9273408656","9.19","44.4","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0091","2,4213055555555555e-05","0.0005294271276208061","1,4706309100577947e-10","6.128981317266345e-06","","","","","","","","9.18978164304826","9.399672033605675","DE","0,08814","2,1341387166666665e-06","0,0783099722222222","1,8961237079706795e-06","0,08984","2,175300911111111e-06","0,0950131388888888","2,3005584104243823e-06","0,08984","2,175300911111111e-06","0,0950131388888888","2,3005584104243823e-06","0,08814","2,1341387166666665e-06","0,0783099722222222","1,8961237079706795e-06","431,28","1,04426066e-05","17,33","4,1961225277777773e-07","773,36","1,8725408644444446e-05","6,342536988897257e-11","5,074029591117806e-10","2,5486033671301582e-12","2,0388826937041266e-11","1,1373271206022962e-10","9,09861696481837e-10"
"2024-09-16 01:17:18+02:00","rock-tobefilledbyoem","AMD Ryzen Threadripper 3970X 32-Core Processor","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","32","9","1","164644","1.0165","87,654","86.2","0","9273408656","9.12","44.2","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=164644","1,0165","2,434833333333333e-05","0.0005323850246592648","1,4788472907201798e-10","6.173926775345594e-06","","","","","","","","9.122881117560256","9.452187782459783","DE","0,08814","2,1460620999999994e-06","0,0783099722222222","1,9067173069907403e-06","0,08984","2,1874542666666663e-06","0,0950131388888888","2,3134115767129623e-06","0,08984","2,1874542666666663e-06","0,0950131388888888","2,3134115767129623e-06","0,08814","2,1460620999999994e-06","0,0783099722222222","1,9067173069907403e-06","431,28","1,0500949199999997e-05","17,33","4,2195661666666655e-07","773,36","1,8830027066666665e-05","6,377972595417992e-11","5,740175335876192e-10","2,562842354818071e-12","2,306558119336264e-11","1,1436813407513582e-10","1,0293132066762225e-09"
