timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes
2025-10-12T16:57:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,2551,1.00,0.7906,0.7906,27.363,34.6,1,reduction,openblas,fp32,1000000,2551,104,0.7906,27.363,34.6,34.6,20408000000,25.81,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,104,1.00,0.7906,0.0654,2.264,34.6,1,reduction,openblas,fp32,1000000,2551,104,0.7906,27.363,34.6,34.6,416000000,6.36,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,639,1.00,0.2898,0.2898,10.113,34.9,1,reduction,openblas,fp32,1500000,639,178,0.2898,10.113,34.9,34.9,7668000000,26.46,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,178,1.00,0.2898,0.1767,6.162,34.9,1,reduction,openblas,fp32,1500000,639,178,0.2898,10.113,34.9,34.9,1068000000,6.04,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1041,1.00,0.6647,0.6647,23.154,34.8,1,reduction,openblas,fp32,2000000,1041,184,0.6647,23.154,34.8,34.9,16656000000,25.06,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,184,1.00,0.6647,0.2838,9.895,34.9,1,reduction,openblas,fp32,2000000,1041,184,0.6647,23.154,34.8,34.9,1472000000,5.19,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,660,1.00,0.7303,0.7303,25.621,35.1,1,reduction,openblas,fp32,3000000,660,174,0.7303,25.621,35.1,34.8,15840000000,21.69,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,174,1.00,0.7303,0.4248,14.793,34.8,1,reduction,openblas,fp32,3000000,660,174,0.7303,25.621,35.1,34.8,2088000000,4.92,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:36,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,500,1.00,0.8022,0.8022,28.181,35.1,1,reduction,openblas,fp32,4000000,500,180,0.8022,28.181,35.1,34.7,16000000000,19.95,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:36,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,180,1.00,0.8022,0.6014,20.896,34.7,1,reduction,openblas,fp32,4000000,500,180,0.8022,28.181,35.1,34.7,2880000000,4.79,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:57:44,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,396,1.00,1.0357,1.0357,34.800,33.6,0,reduction,openblas,fp32,6000000,396,113,1.0357,34.800,33.6,33.6,19008000000,18.35,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
