problem_size,metric,lower_is_better,exact_configuration,exact_num_threads,leader_configurations,leader_count,selection_status,gap_to_second_pct,ci_separated_from_all,selected_runtime_per_op_s_median,selected_runtime_per_op_s_ci95_low,selected_runtime_per_op_s_ci95_high,selected_runtime_per_op_s_session_cv_pct,selected_primary_energy_per_op_j_median,selected_primary_energy_per_op_j_ci95_low,selected_primary_energy_per_op_j_ci95_high,selected_primary_energy_per_op_j_session_cv_pct,selected_total_energy_per_op_j_median,selected_total_energy_per_op_j_ci95_low,selected_total_energy_per_op_j_ci95_high,selected_total_energy_per_op_j_session_cv_pct,selected_primary_power_w_median,selected_primary_power_w_ci95_low,selected_primary_power_w_ci95_high,selected_primary_power_w_session_cv_pct,selected_edp_primary_j_s_median,selected_edp_primary_j_s_ci95_low,selected_edp_primary_j_s_ci95_high,selected_edp_primary_j_s_session_cv_pct,selected_throughput_gflops_exact_median,selected_throughput_gflops_exact_ci95_low,selected_throughput_gflops_exact_ci95_high,selected_throughput_gflops_exact_session_cv_pct,selected_primary_efficiency_gflop_per_j_median,selected_primary_efficiency_gflop_per_j_ci95_low,selected_primary_efficiency_gflop_per_j_ci95_high,selected_primary_efficiency_gflop_per_j_session_cv_pct,selected_logical_bandwidth_gb_s_median,selected_logical_bandwidth_gb_s_ci95_low,selected_logical_bandwidth_gb_s_ci95_high,selected_logical_bandwidth_gb_s_session_cv_pct,selected_logical_gb_per_j_median,selected_logical_gb_per_j_ci95_low,selected_logical_gb_per_j_ci95_high,selected_logical_gb_per_j_session_cv_pct,selected_temp_c_median,selected_temp_c_ci95_low,selected_temp_c_ci95_high,selected_temp_c_session_cv_pct,selected_clock_before_mhz_median,selected_clock_before_mhz_ci95_low,selected_clock_before_mhz_ci95_high,selected_clock_before_mhz_session_cv_pct,policy,platform
1000000,logical_bandwidth_gb_s,False,20T,20,"8T,10T,16T,20T",4,tie_or_uncertain,19.0087426757114,False,1.1766524408740494e-05,1.152046731098576e-05,1.7312274956763344e-05,21.835707315174023,0.0015453026383549502,0.0013021631342023821,0.0022389367965183864,23.81907321750025,0.0015453029138073509,0.0013021631342023821,0.0022389367965183864,23.819070467164664,129.3283028785228,111.73768518799079,133.82983206684366,6.815698956301559,1.813952434013111e-08,1.517533185382136e-08,3.876850478257023e-08,45.268008168776184,84.98680947556502,57.77426149160864,86.80338210570198,20.221269564099178,0.6471226903147994,0.44671992936118776,0.7679608150554519,23.144314517131214,339.94791779741576,231.0975081609887,347.2142228505592,20.221269564099167,2.588495938245897,1.7868832912077597,3.071849403914472,23.144314517131225,91.0,61.0,94.0,16.187438662270893,3599.5,3599.0,3600.0,0.013890818169190166,bandwidth_opt,INTEL
2000000,logical_bandwidth_gb_s,False,10T,10,"10T,16T,20T",3,tie_or_uncertain,4.9977473673950445,False,2.5915628231644263e-05,2.554204487506374e-05,2.6627518109237033e-05,1.5215559897678963,0.004192710783419743,0.003768894913309536,0.004267087294453551,5.140751211876377,0.004192710783419743,0.003768894913309536,0.004267087294453551,5.140760198111604,159.9974750156797,147.51140421014418,163.6560048978524,4.066853158664663,1.0942807803928257e-07,9.626658033409649e-08,1.1354137438038643e-07,6.351643665232784,77.17347283546441,75.11023853191689,78.30222749208743,1.51136419737333,0.47701846071853504,0.46870561824527873,0.5306592637984973,5.339665639689604,308.69420003590335,300.4412545687719,313.2092231774162,1.5113641973733265,1.908075750948937,1.8748243478045252,2.122639177832105,5.3396656396895965,97.0,85.0,99.0,6.338252246462537,2739.0,2600.0,2739.0,2.292810924110879,bandwidth_opt,INTEL
4000000,logical_bandwidth_gb_s,False,10T,10,"10T,20T",2,tie_or_uncertain,5.889806090768457,False,0.00010969977031608881,0.00010603225636152466,0.00011176159678858162,2.0229933811112324,0.017762887290823582,0.015906076131465517,0.018400946587867974,5.557213335484039,0.017762918243464945,0.015906186584051726,0.01840099091213202,5.557092567855728,164.21567573409732,147.28744816852554,166.35222038017093,4.819486210246811,1.94758919134767e-06,1.7171438411210263e-06,2.0569991076587183e-06,6.876710713762741,36.46315650285361,35.79046138086245,37.72436016089455,2.0359310269973796,0.22518856774831847,0.2173801488790036,0.25147619496113205,5.904779603362464,145.85269893774569,143.1619171043905,150.8975160923174,2.0359310269973823,0.900754721370522,0.8695210302764209,1.0059052827970438,5.904779603362459,97.0,79.0,98.5,8.786992901152397,2739.0,2739.0,2740.0,0.016325834903075893,bandwidth_opt,INTEL
8000000,logical_bandwidth_gb_s,False,16T,16,"10T,16T",2,tie_or_uncertain,0.03864049966384453,False,0.0004301337907375643,0.0004282632139812447,0.0004321208530805688,0.3194435019796898,0.052164745926243566,0.047065234777015436,0.054419523166023165,5.354913410649862,0.05280620883361921,0.047722531089193825,0.05507530308880308,5.290002160134354,121.38087668474046,109.36467844089807,126.46050029857406,5.452561587524954,2.243274963472983e-05,2.0269735248404994e-05,2.3417727916178725e-05,5.251153776577241,18.598869324101223,18.513337110107628,18.68009845463083,0.31936551947138975,0.1533602606114089,0.14700604935581235,0.16997683654654433,5.544807952341054,74.39549589527655,74.05336695376994,74.72041249862411,0.31936551947139047,0.6134411958059155,0.5880243444293173,0.6799075161630352,5.5448079523410545,85.0,72.0,87.0,7.656218590091021,3353.5,3216.0,3422.0,2.2617030527753803,bandwidth_opt,INTEL
16000000,logical_bandwidth_gb_s,False,8T,8,"8T,10T",2,tie_or_uncertain,1.9870604383706025,True,0.0012906685971685971,0.0012897078507078507,0.0012930947164948455,0.11660575303403778,0.1515380431145431,0.14443472680412373,0.15457985649935652,2.5078771235690787,0.15312643693693695,0.14604418427835053,0.15609868211068212,2.4626032075953113,117.47838782755406,111.67276787944658,119.56172208426213,2.5555196398599733,0.00019558776219916885,0.0001867750491787783,0.0001998544357349738,2.478594341992425,12.396674918096753,12.373416365500738,12.405909596900418,0.1165637002568463,0.10558421831604647,0.10350636550031811,0.11077669398454795,2.5681330299620915,49.586705870724856,49.49367164871151,49.623644590556864,0.11656370025685348,0.42233692605629836,0.4140255137544584,0.44310683132654227,2.5681330299620937,88.0,83.0,89.0,2.8718307546936224,2459.0,2319.5,2459.5,2.5889440900979075,bandwidth_opt,INTEL
32000000,logical_bandwidth_gb_s,False,8T,8,8T,1,clear_leader,2.976929606740364,True,0.0029181511627906975,0.002915818313953488,0.0029195218023255814,0.057646716490074974,0.3305836584302325,0.32690239534883725,0.34046254505813955,1.5310393539904306,0.3341013691860465,0.330249625,0.3439209898255814,1.526407313481866,113.36403992222677,112.08856121186895,116.74488770177848,1.5415086170000234,0.0009650205588092128,0.0009533996195763801,0.0009928892551934365,1.5149684474174625,10.965846998351562,10.960698761110319,10.974620366997504,0.057652284417204616,0.09679849114353023,0.09399010571416541,0.09788860390437541,1.5163489043508562,43.86339073486809,43.84279778461605,43.8984842116452,0.057652284417202625,0.3871939887737445,0.3759604463541889,0.3915544400896534,1.5163489043508487,85.0,82.0,87.0,2.2683235921782243,2459.0,2382.0,2459.5,1.3899828605135767,bandwidth_opt,INTEL
64000000,logical_bandwidth_gb_s,False,8T,8,"4T,8T",2,tie_or_uncertain,1.3440813964507692,True,0.006181410493827161,0.006164039877300614,0.0061870552147239265,0.14137540441824215,0.7037822239263803,0.6741486104294478,0.7259423796296296,3.3434991825869482,0.7111842331288343,0.6813780245398773,0.7333083858024692,3.312751995736233,114.16910646579646,109.04163607174416,117.43116752344434,3.371116170300887,0.004337473513057794,0.004167289569194418,0.004487670397168801,3.3253805810408115,10.35362383523628,10.344177771423427,10.382800940450537,0.1415600196280132,0.09093726006575613,0.08816126617397736,0.09493457323906979,3.3564912270125724,41.414496635148126,41.37671237871595,41.53120505965228,0.14156001962800524,0.36374905163018223,0.35264507571606785,0.379738304823101,3.356491227012576,86.0,80.5,90.0,4.791718635290457,2459.0,2320.0,2460.0,2.5635111494560605,bandwidth_opt,INTEL
128000000,logical_bandwidth_gb_s,False,8T,8,"4T,8T",2,tie_or_uncertain,0.8317312423959056,True,0.012714582278481013,0.012710006329113923,0.012722449367088606,0.04562424543321081,1.4511283797468355,1.3790591708860758,1.5519496962025316,4.766943325452518,1.4664681645569622,1.3946981012658228,1.5677444303797468,4.730407014252922,114.10060489044564,108.59813348298111,121.98398526114582,4.721276706038885,0.018445341196334404,0.017512311141562167,0.019744787455733055,4.803208112225252,10.067180912759136,10.060955667488646,10.070805467321224,0.045621361100305236,0.08820729384763135,0.0824769748890661,0.09281705457177934,4.650461348090105,40.26872428023536,40.24382329876432,40.283222498710245,0.04562136110030701,0.35282918090348137,0.32990790471107534,0.37126822408818333,4.650461348090105,86.5,78.0,90.0,5.562795272439077,2459.0,2385.5,2459.5,1.3128985609408088,bandwidth_opt,INTEL
256000000,logical_bandwidth_gb_s,False,8T,8,"4T,8T,10T,16T,20T",5,tie_or_uncertain,0.2441472752673146,False,0.025737666666666666,0.025721141025641027,0.025749538461538463,0.04887714363845937,2.9647007948717947,2.80641591025641,3.0413044102564104,3.1527805668303226,2.9953215897435896,2.8380668974358976,3.071827243589744,3.112041272406129,115.27220273175777,109.1528418525567,118.16009812889403,3.1169829364703463,0.0762495265728994,0.0721554446990812,0.07827475786036982,3.187016821375103,9.946511591008363,9.941925731305117,9.952902121716466,0.04887931797529713,0.08634942632780385,0.08417460464573416,0.09122012304999193,3.1911047993207555,39.786046674861936,39.76770323590565,39.81160879789407,0.04887931797529825,0.345397708009635,0.336698421213393,0.3648804950505966,3.1911047993207693,85.0,77.0,88.0,4.996599517330791,2458.5,2379.0,2460.0,1.4467163228451678,bandwidth_opt,INTEL
