"timestamp","host","gpu_name","matrix_size","mode","batches","seconds_target","seconds_gpu","seconds_wall","energy_j","avg_power_w","below_target","workload","impl","dtype","N","passes_kernel","passes_e2e","seconds_kernel","energy_kernel_j","avg_power_w_kernel","avg_power_w_e2e","bytes_total","bw_gb_s","time_mode","energy_mode","includes_transfer","device_name","driver_version","pcie_gen_current","pcie_width_current","pcie_rx_kbs","pcie_tx_kbs","clocks_sm_mhz","clocks_mem_mhz","temp_c","throttle_reasons","notes","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","gb_per_s_kernel","j_per_gb_kernel","M","K","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync"
"2024-09-13 11:11:32+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7899","0,7899","76,311","96.6","1","stream_triad","openmp","float32","0","104","104","0.7899","76.311","96.6","96.6","55834574848","70.69","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=0;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1366.732;GBps_per_W=0.7317","2,11975e-05","0.7337596153846154","2.038221153846154e-07","0.007595192307692308","70.68562457019875","1.3667337882977266","0","0","","","","","DE","0,09499","2,013550525e-06","0,07830997222222223","1,659975636180556e-06","0,11611","2,4612417250000003e-06","0,09501313888888888","2,014041011597222e-06","0,11611","2,4612417250000003e-06","0,09501313888888888","2,014041011597222e-06","0,09499","2,013550525e-06","0,07830997222222223","1,659975636180556e-06"
"2024-09-13 11:11:33+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7896","0,7896","75,711","95.9","1","stream_triad","openmp","float32","0","104","104","0.7896","75.711","95.9","95.9","55834574848","70.72","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=1;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1355.990;GBps_per_W=0.7375","2,10308333333333e-05","0.7279903846153846","2.0221955128205126e-07","0.007592307692307692","70.71248081053699","1.3559877585906248","0","0","","","","","DE","0,09499","1,9977188583333303e-06","0,07830997222222223","1,6469239741435162e-06","0,11611","2,44189005833333e-06","0,09501313888888888","1,998205488449071e-06","0,11611","2,44189005833333e-06","0,09501313888888888","1,998205488449071e-06","0,09499","1,9977188583333303e-06","0,07830997222222223","1,6469239741435162e-06"
"2024-09-13 11:11:34+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7894","0,7894","75,873","96.1","1","stream_triad","openmp","float32","0","104","104","0.7894","75.873","96.1","96.1","55834574848","70.73","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=2;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1358.889;GBps_per_W=0.7359","2,10758333333333e-05","0.729548076923077","2.026522435897436e-07","0.007590384615384615","70.73039631112238","1.3588891866115425","0","0","","","","","DE","0,09499","2,00199340833333e-06","0,07830997222222223","1,650447922893516e-06","0,11611","2,4471150083333295e-06","0,09501313888888888","2,0024810796990707e-06","0,11611","2,4471150083333295e-06","0,09501313888888888","2,0024810796990707e-06","0,09499","2,00199340833333e-06","0,07830997222222223","1,650447922893516e-06"
"2024-09-13 11:11:34+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7892","0,7892","75,843","96.1","1","stream_triad","openmp","float32","0","104","104","0.7892","75.843","96.1","96.1","55834574848","70.75","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=3;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1358.359;GBps_per_W=0.7362","2,10675e-05","0.7292596153846154","2.025721153846154e-07","0.007588461538461539","70.74832089204257","1.3583518851261873","0","0","","","","","DE","0,09499","2,001201825e-06","0,07830997222222223","1,649795339791667e-06","0,11611","2,446147425e-06","0,09501313888888888","2,0016893035416666e-06","0,11611","2,446147425e-06","0,09501313888888888","2,0016893035416666e-06","0,09499","2,001201825e-06","0,07830997222222223","1,649795339791667e-06"
"2024-09-13 11:11:35+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7894","0,7894","76,053","96.3","1","stream_triad","openmp","float32","0","104","104","0.7894","76.053","96.3","96.3","55834574848","70.73","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=4;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1362.113;GBps_per_W=0.7342","2,11258333333333e-05","0.7312788461538461","2.031330128205128e-07","0.007590384615384615","70.73039631112238","1.3621129955236728","0","0","","","","","DE","0,09499","2,0067429083333303e-06","0,07830997222222223","1,6543634215046273e-06","0,11611","2,4529205083333296e-06","0,09501313888888888","2,007231736643515e-06","0,11611","2,4529205083333296e-06","0,09501313888888888","2,007231736643515e-06","0,09499","2,0067429083333303e-06","0,07830997222222223","1,6543634215046273e-06"
"2024-09-13 11:11:36+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7893","0,7893","76,528","97.0","1","stream_triad","openmp","float32","0","104","104","0.7893","76.528","97.0","97.0","55834574848","70.74","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=5;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1370.629;GBps_per_W=0.7296","2,12577777777778e-05","0.7358461538461539","2.0440170940170943e-07","0.007589423076923077","70.73935746610921","1.370620269041795","0","0","","","","","DE","0,09499","2,0192763111111134e-06","0,07830997222222223","1,6646959872839526e-06","0,11611","2,4682405777777804e-06","0,09501313888888888","2,0197681924691376e-06","0,11611","2,4682405777777804e-06","0,09501313888888888","2,0197681924691376e-06","0,09499","2,0192763111111134e-06","0,07830997222222223","1,6646959872839526e-06"
"2024-09-13 11:11:37+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7893","0,7893","75,81","96.0","1","stream_triad","openmp","float32","0","104","104","0.7893","75.81","96.0","96.0","55834574848","70.74","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=6;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1357.762;GBps_per_W=0.7365","2,10583333333333e-05","0.7289423076923077","2.0248397435897438e-07","0.007589423076923077","70.73935746610921","1.3577608534922967","0","0","","","","","DE","0,09499","2,0003310833333303e-06","0,07830997222222223","1,6490774983796274e-06","0,11611","2,4450830833333297e-06","0,09501313888888888","2,000818349768515e-06","0,11611","2,4450830833333297e-06","0,09501313888888888","2,000818349768515e-06","0,09499","2,0003310833333303e-06","0,07830997222222223","1,6490774983796274e-06"
"2024-09-13 11:11:38+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7894","0,7894","76,124","96.4","1","stream_triad","openmp","float32","0","104","104","0.7894","76.124","96.4","96.4","55834574848","70.73","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=7;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1363.386;GBps_per_W=0.7335","2,11455555555556e-05","0.7319615384615384","2.0332264957264957e-07","0.007590384615384615","70.73039631112238","1.3633846090390132","0","0","","","","","DE","0,09499","2,0086163222222266e-06","0,07830997222222223","1,6559078681790162e-06","0,11611","2,455210455555561e-06","0,09501313888888888","2,0091056068827203e-06","0,11611","2,455210455555561e-06","0,09501313888888888","2,0091056068827203e-06","0,09499","2,0086163222222266e-06","0,07830997222222223","1,6559078681790162e-06"
"2024-09-13 11:11:38+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7895","0,7895","76,239","96.6","1","stream_triad","openmp","float32","0","104","104","0.7895","76.239","96.6","96.6","55834574848","70.73","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=8;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1365.437;GBps_per_W=0.7324","2,11775e-05","0.7330673076923078","2.036298076923077e-07","0.007591346153846153","70.72143742621913","1.3654442647328744","0","0","","","","","DE","0,09499","2,011650725e-06","0,07830997222222223","1,6584094367361112e-06","0,11611","2,458919525e-06","0,09501313888888888","2,012140748819444e-06","0,11611","2,458919525e-06","0,09501313888888888","2,012140748819444e-06","0,09499","2,011650725e-06","0,07830997222222223","1,6584094367361112e-06"
"2024-09-13 11:11:39+02:00","rock-ms7a95","","0","kernel","1","1.1","0.7895","0,7895","75,446","95.6","1","stream_triad","openmp","float32","0","104","104","0.7895","75.446","95.6","95.6","55834574848","70.72","steady_clock","rapl_energy_uj_delta","0","cpu:Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","","0","0","0","0","","","","0","sweep;repeats=50;repeat_idx=9;cohort=common;OMP_NUM_THREADS=16;places=cores;proc_bind=spread;bytes_per_iter=32;nt_store=0;pJ_per_B=1351.244;GBps_per_W=0.7401","2,09572222222222e-05","0.7254423076923077","2.0151175213675213e-07","0.007591346153846153","70.72143742621913","1.3512415954699881","0","0","","","","","DE","0,09499","1,990726538888887e-06","0,07830997222222223","1,641159490077159e-06","0,11611","2,43334307222222e-06","0,09501313888888888","1,9912114657253063e-06","0,11611","2,43334307222222e-06","0,09501313888888888","1,9912114657253063e-06","0,09499","1,990726538888887e-06","0,07830997222222223","1,641159490077159e-06"
